sentence,target
The state harvests the fourth-largest number of acres planted with asparagus.,0
"Although New Jersey is home to many energy-intensive industries, its energy consumption is only 2.7% of the U.S. total, and its carbon dioxide emissions are 0.8% of the U.S. total.",0
Its comparatively low greenhouse gas emissions can be attributed to the state's use of nuclear power.,0
"According to the Energy Information Administration, nuclear power dominates New Jersey's electricity market, typically supplying more than one-half of state generation.",0
"New Jersey has three nuclear power plants, including the Oyster Creek Nuclear Generating Station, which came online in 1969 and is the oldest operating nuclear plant in the country.",0
"New Jersey has a strong scientific economy and is home to major pharmaceutical and telecommunications firms, drawing on the state's large and well-educated labor pool.",0
"There is also a strong service economy in retail sales, education, and real estate, serving residents who work in New York City or Philadelphia.",0
"Shipping is a key industry in New Jersey because of the state's strategic geographic location, the Port of New York and New Jersey being the busiest port on the East Coast.",0
The Port Newark-Elizabeth Marine Terminal was the world's first container port and today is one of the world's largest.,0
"New Jersey hosts several business headquarters, including twenty-four Fortune 500 companies.",0
"Paramus in Bergen County has become the top retail ZIP code (07652) in the United States, with the municipality generating over US$6 billion in annual retail sales.",0
"Several New Jersey counties, including Somerset (7), Morris (10), Hunterdon (13), Bergen (21), and Monmouth (42), have been ranked among the highest-income counties in the United States.",0
New Jersey's location at the center of the Northeast megalopolis and its extensive transportation system have put over one-third of all United States residents and many Canadian residents within overnight distance by land.,1
"This accessibility to consumer revenue has enabled seaside resorts such as Atlantic City and the remainder of the Jersey Shore, as well as the state's other natural and cultural attractions, to contribute significantly to the record 111 million tourist visits to New Jersey in 2018, providing US$44.7 billion in tourism revenue, directly supporting 333,860 jobs, sustaining more than 531,000 jobs overall including peripheral impacts, and generating US$5 billion in state and local tax revenue.",1
"In 1976, a referendum of New Jersey voters approved casino gambling in Atlantic City, where the first legalized casino opened in 1978.",0
"At that time, Las Vegas was the only other casino resort in the country.",0
"Today, several casinos lie along the Atlantic City Boardwalk, the first and longest boardwalk in the world.",0
"Atlantic City experienced a dramatic contraction in its stature as a gambling destination after 2010, including the closure of multiple casinos since 2014, spurred by competition from the advent of legalized gambling in other northeastern U.S. states.",0
"On February 26, 2013, Governor Chris Christie signed online gambling into law.",0
"Sports betting has become a growing source of gambling revenue in New Jersey since being legalized across the nation by the U.S. Supreme Court on May 14, 2018.",0
"Forests cover 45%, or approximately 2.1 million acres, of New Jersey's land area.",0
The chief tree of the northern forests is the oak.,0
"The Pine Barrens, consisting of pine forests, is in the southern part of the state.",0
"Some mining activity of zinc, iron, and manganese still takes place in the area in and around the Franklin Furnace.",0
"New Jersey is second in the nation in solar power installations, enabled by one of the country's most favorable net metering policies, and the renewable energy certificates program.",0
"The state has more than 10,000 solar installations.",0
"As of 2010, there were 605 school districts in the state.",0
"Secretary of Education Rick Rosenberg, appointed by Governor Jon Corzine, created the Education Advancement Initiative (EAI) to increase college admission rates by 10% for New Jersey's high school students, decrease dropout rates by 15%, and increase the amount of money devoted to schools by 10%.",0
Rosenberg retracted this plan when criticized for taking the money out of healthcare to fund this initiative.,0
"In 2010, the state government paid all teachers' premiums for health insurance, but currently all NJ public teachers pay a portion of their own health insurance premiums.",0
New Jersey is known for the quality of its education.,0
"In 2015, the state spent more per each public school student than any other U.S. state except New York, Alaska, and Connecticut, amounting to $18,235 spent per pupil; over 50% of the expenditure was allocated to student instruction.",0
"According to 2011 Newsweek statistics, students of High Technology High School in Lincroft, Monmouth County and Bergen County Academies in Hackensack, Bergen County registered average SAT scores of 2145 and 2100, respectively, representing the second- and third-highest scores, respectively, of all listed U.S. high schools.",0
"Princeton University in Princeton, Mercer County, one of the world's most prominent research universities, is often featured at or near the top of various national and global university rankings, topping the 2020 list of U.S. News & World Report.",0
"In 2013, Rutgers University, headquartered in New Brunswick, Middlesex County as the flagship institution of higher education in New Jersey, regained medical and dental schools, augmenting its profile as a national research university as well.",0
"In 2014, New Jersey's school systems were ranked at the top of all fifty U.S. states by financial website Wallethub.com.",0
"In 2018, New Jersey's overall educational system was ranked second among all states to Massachusetts by U.S. News & World Report.",0
"In both 2019 and 2020, Education Week also ranked New Jersey public schools the best of all U.S. states.",0
"Nine New Jersey high schools were ranked among the top 25 in the U.S. on the Newsweek ""America's Top High Schools 2016"" list, more than from any other state.",0
A 2017 UCLA Civil Rights project found that New Jersey has the sixth-most segregated classrooms in the United States.,0
New Jersey has continued to play a prominent role as a U.S. cultural nexus.,0
"Like every state, New Jersey has its own cuisine, religious communities, museums, and halls of fame.",0
"New Jersey is the birthplace of modern inventions such as: FM radio, the motion picture camera, the lithium battery, the light bulb, transistors, and the electric train.",0
"Other New Jersey creations include: the drive-in movie, the cultivated blueberry, cranberry sauce, the postcard, the boardwalk, the zipper, the phonograph, saltwater taffy, the dirigible, the seedless watermelon, the first use of a submarine in warfare, and the ice cream cone.",0
Diners are iconic to New Jersey.,0
"The state is home to many diner manufacturers and has over 600 diners, more than any other place in the world.",0
New Jersey is the only state without a state song.,0
"I'm From New Jersey is incorrectly listed on many websites as being the New Jersey state song, but it was not even a contender when in 1996 the New Jersey Arts Council submitted their suggestions to the New Jersey Legislature.",0
"New Jersey is frequently the target of jokes in American culture, especially from New York City-based television shows, such as Saturday Night Live.",0
Academic Michael Aaron Rockland attributes this to New Yorkers' view that New Jersey is the beginning of Middle America.,0
"The New Jersey Turnpike, which runs between two major East Coast cities, New York City and Philadelphia, is also cited as a reason, as people who traverse through the state may only see its industrial zones.",0
"Reality television shows like Jersey Shore and The Real Housewives of New Jersey have reinforced stereotypical views of New Jersey culture, but Rockland cited The Sopranos and the music of Bruce Springsteen as exporting a more positive image.",0
"New Jersey is known for several foods developed within the region, including Taylor Ham (also known as pork roll), cheesesteaks, and scrapple.",0
"Several states with substantial Italian American populations take credit for the development of submarine sandwiches, including New Jersey.",0
New Jersey has long been an important origin for both rock and rap music.,0
"Prominent musicians from or with significant connections to New Jersey include: New Jersey currently has six teams from major professional sports leagues playing in the state, although one Major League Soccer team and two National Football League teams identify themselves as being from the New York metropolitan area.",0
"The National Hockey League's New Jersey Devils, based in Newark at the Prudential Center, is the only major league sports franchise to bear the state's name.",0
"Founded in 1974 in Kansas City, Missouri, as the Kansas City Scouts, the team played in Denver, Colorado, as the Colorado Rockies from 1976 until the spring of 1982 when naval architect, businessman, and Jersey City native John J. McMullen purchased, renamed, and moved the franchise to Brendan Byrne Arena in East Rutherford's Meadowlands Sports Complex.",0
"While the team had mostly losing records in Kansas City, Denver, and its first years in New Jersey, the Devils began to improve in the late 1980s and early 1990s under Hall of Fame president and general manager Lou Lamoriello.",0
"The team made the playoffs for the Stanley Cup in 2001 and 2012, and won it in 1995, 2000, and 2003.",0
The organization is the youngest of the nine major league teams in the New York metropolitan area.,0
"The Devils have established a following throughout the northern and central portions of the state, carving a place in a media market once dominated by the New York Rangers and Islanders.",0
"In 2018, the Philadelphia Flyers renovated and expanded their training facility, the Virtua Center Flyers Skate Zone, in Voorhees Township in the southern portion of the state.",0
"The New York Metropolitan Area's two National Football League teams, the New York Giants and the New York Jets, play at MetLife Stadium in East Rutherford's Meadowlands Sports Complex.",0
"Built for about $1.6 billion, the venue is the most expensive stadium ever built.",0
"On February 2, 2014, MetLife Stadium hosted Super Bowl XLVIII.",0
"The New York Red Bulls of Major League Soccer play in Red Bull Arena, a soccer-specific stadium in Harrison across the Passaic River from downtown Newark.",0
"On July 27, 2011, Red Bull Arena hosted the 2011 MLS All-Star Game.",0
"From 1977 to 2012, New Jersey had a National Basketball Association team, the New Jersey Nets.",0
"WNBA's New York Liberty played in New Jersey from 2011 to 2013 while their primary home arena, Madison Square Garden was undergoing renovations.",0
"In 2016, the Philadelphia 76ers of the NBA opened their new headquarters and training facility, the Philadelphia 76ers Training Complex, in Camden.",0
"The Meadowlands Sports Complex is home to the Meadowlands Racetrack, one of three major harness racing tracks in the state.",0
The Meadowlands Racetrack and Freehold Raceway in Freehold are two of the major harness racing tracks in North America.,0
Monmouth Park Racetrack in Oceanport is a popular spot for thoroughbred racing in New Jersey and the northeast.,0
"It hosted the Breeders' Cup in 2007, and its turf course was renovated in preparation.",0
"New Jerseyans' collegiate allegiances are predominantly split among the three major NCAA Division I programs in the state: the Rutgers University (New Jersey's flagship state university) Scarlet Knights, members of the Big Ten Conference; the Seton Hall University (the state's largest Catholic university) Pirates, members of the Big East Conference; and the Princeton University (the state's Ivy League university) Tigers.",0
The intense rivalry between Rutgers and Princeton athletics began with the first intercollegiate football game in 1869.,0
"The schools have not met on the football field since 1980, but they continue to play each other annually in all other sports offered by the two universities.",0
"Rutgers, which fields 24 teams in various sports, is nationally known for its football program, with a 6–4 all-time bowl record; and its women's basketball programs, which appeared in a National Final in 2007.",0
"In 2008 and 2009, Rutgers expanded their football home, Rutgers Stadium, now called SHI Stadium, on the Busch Campus.",0
The basketball teams play at the Rutgers Athletic Center on Livingston Campus.,0
"Both venues and campuses are in Piscataway, across the Raritan River from New Brunswick.",0
The university also fields men's basketball and baseball programs.,0
Rutgers' fans live mostly in the western parts of the state and Middlesex County; its alumni base is the largest in the state.,0
Rutgers' satellite campuses in Camden and Newark each field their own athletic programs—the Rutgers–Camden Scarlet Raptors and the Rutgers–Newark Scarlet Raiders—which both compete in NCAA Division III.,0
"Seton Hall fields no football team, but its men's basketball team is one of the Big East's storied programs.",0
"No New Jersey team has won more games in the NCAA Division I Men's Basketball Tournament, and it is the state's only men's basketball program to reach a modern National Final.",0
"The Pirates play their home games at Prudential Center in downtown Newark, about four miles from the university's South Orange campus.",0
Their fans hail largely from in the predominantly Roman Catholic areas of the northern part of the state and the Jersey Shore.,0
"The annual inter-conference rivalry game between Seton Hall and Rutgers, whose venue alternates between Newark and Piscataway, the Garden State Hardwood Classic, is planned through 2026.",0
"The state's other Division I schools include the Monmouth University Hawks (West Long Branch), the New Jersey Institute of Technology (NJIT) Highlanders (Newark), the Rider University Broncs (Lawrenceville), and the Saint Peter's University Peacocks and Peahens (Jersey City).",0
Fairleigh Dickinson University competes in both Division I and Division III.,0
"It has two campuses, each with its own sports teams.",0
"The teams at the Metropolitan Campus are known as the FDU Knights, and compete in the Northeast Conference and NCAA Division I.",0
The college at Florham (FDU-Florham) teams are known as the FDU-Florham Devils and compete in the Middle Atlantic Conferences' Freedom Conference and NCAA Division III.,0
"Among the various Division III schools in the state, the Stevens Institute of Technology Ducks have fielded the longest continuously running collegiate men's lacrosse program in the country.",0
2009 marked the 125th season.,0
New Jersey high schools are divided into divisions under the New Jersey State Interscholastic Athletic Association (NJSIAA).',0
"Founded in 1918, the NJSIAA currently represents 22,000 schools, 330,000 coaches, and almost 4.5 million athletes.",0
"Motion picture technology was developed by Thomas Edison, with much of his early work done at his West Orange laboratory.",0
Edison's Black Maria was the first motion picture studio.,0
America's first motion picture industry started in 1907 in Fort Lee and the first studio was constructed there in 1909.,0
DuMont Laboratories in Passaic developed early sets and made the first broadcast to the private home.,0
A number of television shows and films have been filmed in New Jersey.,0
"Since 1978, the state has maintained a Motion Picture and Television Commission to encourage filming in-state.",0
New Jersey has long offered tax credits to television producers.,0
"Governor Chris Christie suspended the credits in 2010, but the New Jersey State Legislature in 2011 approved the restoration and expansion of the tax credit program.",0
"Under bills passed by both the state Senate and Assembly, the program offers 20 percent tax credits (22% in urban enterprise zones) to television and film productions that shoot in the state and meet set standards for hiring and local spending.",0
The New Jersey Turnpike is one of the most prominent and heavily trafficked roadways in the United States.,0
"This toll road, which overlaps with Interstate 95 for much of its length, carries traffic between Delaware and New York, and up and down the East Coast in general.",0
"Commonly referred to as simply ""the Turnpike"", it is known for its numerous rest areas named after prominent New Jerseyans.",0
"The Garden State Parkway, or simply ""the Parkway"", carries relatively more in-state traffic than interstate traffic and runs from New Jersey's northern border to its southernmost tip at Cape May.",1
It is the main route that connects the New York metropolitan area to the Jersey Shore.,1
"With a total of fifteen travel and six shoulder lanes, the Driscoll Bridge on the Parkway, spanning the Raritan River in Middlesex County, is the widest motor vehicle bridge in the world by number of lanes as well as one of the busiest.",1
New Jersey is connected to New York City via various key bridges and tunnels.,1
"The double-decked George Washington Bridge carries the heaviest load of motor vehicle traffic of any bridge in the world, at 102 million vehicles per year, across fourteen lanes.",1
"It connects Fort Lee, New Jersey to the Washington Heights neighborhood of Upper Manhattan, and carries Interstate 95 and U.S. Route 1/9 across the Hudson River.",1
"The Lincoln Tunnel connects to Midtown Manhattan carrying New Jersey Route 495, and the Holland Tunnel connects to Lower Manhattan carrying Interstate 78.",0
"New Jersey is also connected to Staten Island by three bridges—from north to south, the Bayonne Bridge, the Goethals Bridge, and the Outerbridge Crossing.",1
New Jersey has interstate compacts with all three of its neighboring states.,0
"The Port Authority of New York and New Jersey, the Delaware River Port Authority (with Pennsylvania), the Delaware River Joint Toll Bridge Commission (with Pennsylvania), and the Delaware River and Bay Authority (with Delaware) operate most of the major transportation routes in and out of the state.",1
"Bridge tolls are collected only from traffic exiting the state, with the exception of the private Dingman's Ferry Bridge over the Delaware River, which charges a toll in both directions.",1
It is unlawful for a customer to serve themselves gasoline in New Jersey.,0
"It became the last remaining U.S. state where all gas stations are required to sell full-service gasoline to customers at all times in 2016, after Oregon's introduction of restricted self-service gasoline availability took effect.",0
Newark Liberty International Airport (EWR) is one of the busiest airports in the United States.,0
"Operated by the Port Authority of New York and New Jersey, it is one of the three main airports serving the New York metropolitan area.",0
"United Airlines is the airport's largest tenant, operating an entire terminal there, which it uses as one of its primary hubs.",0
FedEx Express operates a large cargo terminal at EWR as well.,0
The adjacent Newark Airport railroad station provides access to Amtrak and NJ Transit trains along the Northeast Corridor Line.,0
"Two smaller commercial airports, Atlantic City International Airport and rapidly growing Trenton-Mercer Airport, also operate in other parts of the state.",0
"Teterboro Airport in Bergen County, and Millville Municipal Airport in Cumberland County, are general aviation airports popular with private and corporate aircraft due to their proximity to New York City and the Jersey Shore, respectively.",0
NJ Transit operates extensive rail and bus service throughout the state.,0
"A state-run corporation, it began with the consolidation of several private bus companies in North Jersey in 1979.",0
"In the early 1980s, it acquired Conrail's commuter train operations that connected suburban towns to New York City.",0
"Today, NJ Transit has eleven commuter rail lines that run through different parts of the state.",0
Most of the lines end at either Penn Station in New York City or Hoboken Terminal in Hoboken.,0
"One line provides service between Atlantic City and Philadelphia, Pennsylvania.",0
NJ Transit also operates three light rail systems in the state.,0
"The Hudson-Bergen Light Rail connects Bayonne to North Bergen, through Hoboken and Jersey City.",0
"The Newark Light Rail is partially underground, and connects downtown Newark with other parts of the city and its suburbs, Belleville and Bloomfield.",0
The River Line connects Trenton and Camden.,0
The PATH is a rapid transit system consisting of four lines operated by the Port Authority of New York and New Jersey.,0
"It links Hoboken, Jersey City, Harrison and Newark with New York City.",0
The PATCO Speedline is a rapid transit system that links Camden County to Philadelphia.,0
Both the PATCO and the PATH are two of only five rapid transit systems in the United States to operate 24 hours a day.,0
"Amtrak operates numerous long-distance passenger trains in New Jersey, both to and from neighboring states and around the country.",0
"In addition to the Newark Airport connection, other major Amtrak railway stations include Trenton Transit Center, Metropark, and the historic Newark Penn Station.",0
"The Southeastern Pennsylvania Transportation Authority, or SEPTA, has two commuter rail lines that operate into New Jersey.",0
"The Trenton Line terminates at the Trenton Transit Center, and the West Trenton Line terminates at the West Trenton Rail Station in Ewing.",0
AirTrain Newark is a monorail connecting the Amtrak/NJ Transit station on the Northeast Corridor to the airport's terminals and parking lots.,0
Some private bus carriers still remain in New Jersey.,0
"Most of these carriers operate with state funding to offset losses and state owned buses are provided to these carriers, of which Coach USA companies make up the bulk.",0
"Other carriers include private charter and tour bus operators that take gamblers from other parts of New Jersey, New York City, Philadelphia, and Delaware to the casino resorts of Atlantic City.",0
"New York Waterway has ferry terminals at Belford, Jersey City, Hoboken, Weehawken, and Edgewater, with service to different parts of Manhattan.",0
Liberty Water Taxi in Jersey City has ferries from Paulus Hook and Liberty State Park to Battery Park City in Manhattan.,0
"Statue Cruises offers service from Liberty State Park to the Statue of Liberty National Monument, including Ellis Island.",0
"SeaStreak offers services from the Raritan Bayshore to Manhattan, Martha's Vineyard, and Nantucket.",0
"The Delaware River and Bay Authority operates the Cape May–Lewes Ferry on Delaware Bay, carrying both passengers and vehicles between New Jersey and Delaware.",0
The agency also operates the Forts Ferry Crossing for passengers across the Delaware River.,0
The Delaware River Port Authority operates the RiverLink Ferry between the Camden waterfront and Penn's Landing in Philadelphia.,0
The position of Governor of New Jersey has been considered one of the most powerful in the nation.,0
"Until 2010, the governor was the only statewide elected executive official in the state and appointed numerous government officials.",0
"Formerly, an acting governor was even more powerful as he simultaneously served as president of the New Jersey State Senate, thus directing half of the legislative and all of the executive process.",0
"In 2002 and 2007, president of the state senate Richard Codey held the position of acting governor for a short time, and from 2004 to 2006 Codey became a long-term acting governor due to Jim McGreevey's resignation.",0
A 2005 amendment to the state Constitution prevents the Senate President from becoming acting governor in the event of a permanent gubernatorial vacancy without giving up her or his seat in the state Senate.,0
Phil Murphy (D) is the governor.,0
"The governor's mansion is Drumthwacket, located in Princeton.",0
"Before 2010, New Jersey was one of the few states without a lieutenant governor.",0
"Republican Kim Guadagno was elected the first lieutenant governor of New Jersey and took office on January 19, 2010.",0
She was elected on the Republican ticket with Governor-Elect Chris Christie in the November 2009 NJ gubernatorial election.,0
"The position was created as the result of a Constitutional amendment to the New Jersey State Constitution passed by the voters on November 8, 2005, and effective as of January 17, 2006.",0
The current version of the New Jersey State Constitution was adopted in 1947.,0
"It provides for a bicameral New Jersey Legislature, consisting of an upper house Senate of 40 members and a lower house General Assembly of 80 members.",0
Each of the 40 legislative districts elects one state senator and two Assembly members.,0
"Assembly members are elected for a two-year term in all odd-numbered years; state senators are elected in the years ending in 1, 3, and 7 and thus serve either four- or two-year terms.",0
New Jersey is one of only five states that elects its state officials in odd-numbered years.,0
"(The others are Kentucky, Louisiana, Mississippi, and Virginia.)",0
"New Jersey holds elections for these offices every four years, in the year following each federal Presidential election year.",0
"Thus, the last year when New Jersey elected a governor was 2017; the next gubernatorial election will occur in 2021.",0
The New Jersey Supreme Court consists of a chief justice and six associate justices.,0
All are appointed by the governor with the advice and consent of a majority of the membership of the state senate.,0
"Justices serve an initial seven-year term, after which they can be reappointed to serve until age 70.",0
"Most of the day-to-day work in the New Jersey courts is carried out in the Municipal Court, where simple traffic tickets, minor criminal offenses, and small civil matters are heard.",0
More serious criminal and civil cases are handled by the Superior Court for each county.,0
All Superior Court judges are appointed by the governor with the advice and consent of a majority of the membership of the state senate.,0
"Each judge serves an initial seven-year term, after which he or she can be reappointed to serve until age 70.",0
"New Jersey's judiciary is unusual in that it still has separate courts of law and equity, like its neighbor Delaware but unlike most other U.S. states.",0
"The New Jersey Superior Court is divided into Law and Chancery Divisions at the trial level; the Law Division hears both criminal cases and civil lawsuits where the plaintiff's primary remedy is damages, while the Chancery Division hears family cases, civil suits where the plaintiff's primary remedy is equitable relief, and probate trials.",0
"The Superior Court also has an Appellate Division, which functions as the state's intermediate appellate court.",0
Superior Court judges are assigned to the Appellate Division by the Chief Justice.,0
"There is also a Tax Court, which is a court of limited jurisdiction.",0
Tax Court judges hear appeals of tax decisions made by County Boards of Taxation.,0
"They also hear appeals on decisions made by the director of the Division of Taxation on such matters as state income, sales and business taxes, and homestead rebates.",0
Appeals from Tax Court decisions are heard in the Appellate Division of Superior Court.,0
"Tax Court judges are appointed by the governor for initial terms of seven years, and upon reappointment are granted tenure until they reach the mandatory retirement age of 70.",0
There are 12 Tax Court judgeships.,0
New Jersey is divided into 21 counties; 13 date from the colonial era.,0
New Jersey was completely divided into counties by 1692; the present counties were created by dividing the existing ones; most recently Union County in 1857.,0
"New Jersey is the only state in the nation where elected county officials are called ""Freeholders"", governing each county as part of its own Board of Chosen Freeholders.",0
"The number of freeholders in each county is determined by referendum, and must consist of three, five, seven or nine members.",0
"Depending on the county, the executive and legislative functions may be performed by the Board of Chosen Freeholders or split into separate branches of government.",0
"In 16 counties, members of the Board of Chosen Freeholders perform both legislative and executive functions on a commission basis, with each freeholder assigned responsibility for a department or group of departments.",0
"In the other five counties (Atlantic, Bergen, Essex, Hudson and Mercer), there is a directly elected County Executive who performs the executive functions while the Board of Chosen Freeholders retains a legislative and oversight role.",0
"In counties without an Executive, a County Administrator (or County Manager) may be hired to perform day-to-day administration of county functions.",0
"New Jersey currently has 565 municipalities; the number was 566 before Princeton Township and Princeton Borough merged to form the municipality of Princeton on January 1, 2013.",0
"Unlike other states, all New Jersey land is part of a municipality.",0
"In 2008, Governor Jon Corzine proposed cutting state aid to all towns under 10,000 people, to encourage mergers to reduce administrative costs.",0
"In May 2009, the Local Unit Alignment Reorganization and Consolidation Commission began a study of about 40 small communities in South Jersey to decide which ones might be good candidates for consolidation.",0
"Starting in the 20th century, largely driven by reform-minded goals, a series of six modern forms of government was implemented.",0
"This began with the Walsh Act, enacted in 1911 by the New Jersey Legislature, which provided for a three- or five-member commission elected on a non-partisan basis.",0
"This was followed by the 1923 Municipal Manager Law, which offered a non-partisan council, provided for a weak mayor elected by and from the members of the council, and introduced a Council-manager government structure with an appointed manager responsible for day-to-day administration of municipal affairs.",0
"The Faulkner Act, originally enacted in 1950 and substantially amended in 1981, offers four basic plans: Mayor-Council, Council-Manager, Small Municipality, and Mayor-Council-Administrator.",0
"The act provides many choices for communities with a preference for a strong executive and professional management of municipal affairs and offers great flexibility in allowing municipalities to select the characteristics of its government: the number of seats on the council; seats selected at-large, by wards, or through a combination of both; staggered or concurrent terms of office; and a mayor chosen by the council or elected directly by voters.",0
Most large municipalities and a majority of New Jersey's residents are governed by municipalities with Faulkner Act charters.,0
Municipalities can also formulate their own unique form of government and operate under a Special Charter with the approval of the New Jersey Legislature.,0
"While municipalities retain their names derived from types of government, they may have changed to one of the modern forms of government, or further in the past to one of the other traditional forms, leading to municipalities with formal names quite baffling to the general public.",0
"For example, though there are four municipalities that are officially of the village type, Loch Arbour is the only one remaining with the village form of government.",0
"The other three villages—Ridgefield Park (now with a Walsh Act form), Ridgewood (now with a Faulkner Act Council-Manager charter) and South Orange (now operates under a Special Charter)—have all migrated to other non-village forms.",0
"Socially, New Jersey is considered one of the more liberal states in the nation.",0
"Polls indicate that 60% of the population are self-described as pro-choice, although a majority are opposed to late trimester and intact dilation and extraction and public funding of abortion.",0
"In a 2009 Quinnipiac University Polling Institute poll, a plurality supported same-sex marriage 49% to 43% opposed, On October 18, 2013, the New Jersey Supreme Court rendered a provisional, unanimous (7–0) order authorizing same-sex marriage in the state, pending a legal appeal by Governor Chris Christie, who then withdrew this appeal hours after the inaugural same-sex marriages took place on October 21, 2013.",0
New Jersey also has some of the most stringent gun control laws in the U.S.,0
"These include bans on assault firearms, hollow-nose bullets and slingshots.",0
No gun offense in New Jersey is graded less than a felony.,0
BB guns and black-powder guns are all treated as modern firearms.,0
New Jersey does not recognize out-of-state gun licenses and aggressively enforces its own gun laws.,0
"In past elections, New Jersey was a Republican bastion, but recently has become a Democratic stronghold.",0
"Currently, New Jersey Democrats have majority control of both houses of the New Jersey Legislature (Senate, 26–14, and Assembly, 54–26), a 10–2 split of the state's twelve seats in the U.S. House of Representatives, and both U.S. Senate seats.",0
"Although the Democratic Party is very successful statewide, the state has had Republican governors; from 1994 to 2002, Christine Todd Whitman won twice with 47% and 49% of the votes, respectively, and in the 2009 gubernatorial election, Republican Chris Christie defeated incumbent Democrat Jon Corzine with 48% of the vote.",0
"In the 2013 gubernatorial election, Christie won reelection with over 60% of the votes.",0
"Because each candidate for lieutenant governor runs on the same ticket as the party's candidate for governor, the current governor and lieutenant governor are members of the Democratic Party.",0
"The governor's appointments to cabinet and non-cabinet positions may be from either party; for instance, the attorney general is a Democrat.",0
"In federal elections, the state leans heavily towards the Democratic Party.",0
"For many years in the past, however, it was a Republican stronghold, having given comfortable margins of victory to the Republican candidate in the close elections of 1948, 1968, and 1976.",0
"New Jersey was a crucial swing state in the elections of 1960, 1968, and 1992.",0
The last elected Republican to hold a Senate seat from New Jersey was Clifford P. Case in 1979.,0
Newark Mayor Cory Booker was elected in October 2013 to join Robert Menendez to make New Jersey the first state with concurrent serving black and Latino U.S. senators.,0
"The state's Democratic strongholds include Camden County, Essex County (typically the state's most Democratic county—it includes Newark, the state's largest city), Hudson County (the second-strongest Democratic county, including Jersey City, the state's second-largest city); Mercer County (especially around Trenton and Princeton), Middlesex County, and Union County (including Elizabeth, the state's fourth-largest city).",0
"The suburban northwestern and southeastern counties of the state are reliably Republican: Republicans have support along the coast in Ocean County and in the mountainous northwestern part of the state, especially Morris County, Sussex County, and Warren County.",0
"Other suburban counties, especially Bergen County and Burlington County had the majority of votes go to the Democratic Party.",0
"In the 2008 election, President Barack Obama won New Jersey with approximately fifty-seven percent of the vote, compared to McCain's forty-one percent.",0
Independent candidate Ralph Nader garnered less than one percent of the vote.,0
"About one-third of the state's counties are considered ""swing"" counties, but some go more one way than others.",0
"For example, Salem County, the same is true with Passaic County, with a highly populated Hispanic Democratic south (including Paterson, the state's third-largest city) and a rural, Republican north; with the ""swing"" township of Wayne in the middle.",0
"Other ""swing"" counties like Monmouth County, Somerset County, and Cape May County tend to go Republican, as they also have population in conservative areas, although Somerset has recently trended Democratic.",0
"To be eligible to vote in a U.S. election, all New Jerseyans are required to start their residency in the state 30 days prior to an election and register 21 days prior to election day.",0
"On December 17, 2007, Governor Jon Corzine signed into law a bill that would eliminate the death penalty in New Jersey.",0
New Jersey is the first state to pass such legislation since Iowa and West Virginia eliminated executions in 1965.,0
"Corzine also signed a bill that would downgrade the Death Row prisoners' sentences from ""Death"" to ""Life in Prison with No Parole"".",0
There is also a mineral museum Ogdensburg in Sussex County.,0
"Visitors and residents take advantage of and contribute to performances at the numerous music, theater, and dance companies and venues located throughout the state, including: New Jersey is the location of most of the boardwalks in the U.S., with nearly every town and city along the Jersey Shore area each having a boardwalk with various attractions, entertainment, shopping, dining, miniature golf, arcades, water parks with various water rides, including water slides, lazy rivers, wave pools, etc., and amusement parks hosting rides and attractions including roller coasters, carousels, Ferris wheels, bumper cars, teacups, etc.",0
"Massachusetts ( (listen), ), officially known as the Commonwealth of Massachusetts, is the most populous state in the New England region of the Northeastern United States.",0
"It borders on the Atlantic Ocean to the east, the states of Connecticut and Rhode Island to the south, New Hampshire and Vermont to the north, and New York to the west.",0
"The capital of Massachusetts is Boston, which is also the most populous city in New England.",0
"It is home to the Greater Boston metropolitan area, a region influential upon American history, academia, and industry.",0
"Originally dependent on agriculture, fishing and trade, Massachusetts was transformed into a manufacturing center during the Industrial Revolution.",0
"During the 20th century, Massachusetts's economy shifted from manufacturing to services.",0
"Modern Massachusetts is a global leader in biotechnology, engineering, higher education, finance, and maritime trade.",0
Plymouth was the site of the second colony in New England after Popham Colony in 1607 in what is now Maine.,0
"Plymouth was founded in 1620 by the Pilgrims, passengers of the Mayflower.",0
"In 1692, the town of Salem and surrounding areas experienced one of America's most infamous cases of mass hysteria, the Salem witch trials.",0
"In 1777, General Henry Knox founded the Springfield Armory, which during the Industrial Revolution catalyzed numerous important technological advances, including interchangeable parts.",0
"In 1786, Shays' Rebellion, a populist revolt led by disaffected American Revolutionary War veterans, influenced the United States Constitutional Convention.",0
"In the 18th century, the Protestant First Great Awakening, which swept Britain and the Thirteen Colonies, originated from the pulpit of Northampton preacher Jonathan Edwards.",0
"In the late 18th century, Boston became known as the ""Cradle of Liberty"" for the agitation there that later led to the American Revolution.",0
"The entire Commonwealth of Massachusetts has played a powerful scientific, commercial, and cultural role in the history of the United States.",0
"Before the American Civil War, Massachusetts was a center for the abolitionist, temperance, and transcendentalist movements.",0
"In the late 19th century, the sports of basketball and volleyball were invented in the western Massachusetts cities of Springfield and Holyoke, respectively.",0
"In 2004, Massachusetts became the first U.S. state to legally recognize same-sex marriage as a result of the Massachusetts Supreme Judicial Court's decision in Goodridge v. Department of Public Health.",0
"Many prominent American political dynasties have hailed from the state, including the Adams and Kennedy families.",0
